,AGE,APG,BPG,BPM,DBPM,DRBG,DWS,FPG,GP,OBPM,ORBG,OWS,PER,PPG,RPG,SPG,TPG,USG,Unnamed: 0,VORP,WS,YEAR
55,3.205279612,1.576358043,0.5683782855,4.207603802,1.944360411,2.186642343,1.194326317,0.8893601839,25.51827556,3.134292083,0.9570320711,2.020130414,4.131603382,6.001106369,3.062772088,0.5566071549,,,103.2012597,1.397054038,2.892143344,0
56,25.94919786,2.142594776,0.4326907084,-2.173796791,-0.6125668449,2.764491103,1.328074866,2.306905567,54.24331551,-1.563903743,1.312026322,1.304010695,12.55989305,9.301387425,4.076517424,0.8223046717,1.754349174,19.38181818,5193.5,0.5951871658,2.638502674,1978
57,3.026263394,1.63558816,0.5141740355,4.262525529,1.862866234,2.107323707,1.159128838,0.9449191041,27.05613558,3.214879407,0.9659780956,1.993006529,5.514090747,6.201010838,2.985552124,0.5460556012,0.9683774607,4.74618977,108.1087416,1.216917541,2.823572529,0
58,25.82267442,2.183477674,0.4489712026,-1.974127907,-0.4331395349,2.62462393,1.398546512,2.295085449,57.25290698,-1.539534884,1.293244521,1.369476744,12.61947674,9.522208855,3.917868451,0.7898883539,1.758273683,19.42296512,5553.5,0.6311046512,2.768313953,1979
59,3.116860544,1.750868699,0.5674126991,4.212946774,1.732507081,2.0672237,1.192700434,0.9394431175,26.0277379,3.57623445,0.9602547123,2.089114858,6.35462218,6.430225343,2.951791304,0.5155754826,0.975830892,4.900481495,99.44847912,1.317163199,2.960007792,0
60,26.20448179,2.277888868,0.4674354361,-1.910084034,-0.5005602241,2.696239347,1.371428571,2.273825664,55.42857143,-1.407563025,1.357927638,1.371708683,12.8745098,9.65027965,4.054166985,0.8218348711,1.72269052,19.28095238,5905,0.6327731092,2.746218487,1980
61,3.219529953,1.649904058,0.5291848988,3.783265821,1.957081558,1.967299071,1.264231982,0.9053103696,26.73808821,2.846034882,0.9548402295,2.107506819,4.816538117,6.172031452,2.831513245,0.5321509622,0.8887627565,4.942566339,103.2012597,1.321947995,2.995730761,0
62,25.84022039,2.215622112,0.4320040328,-2.320385675,-0.594214876,2.429173,1.342975207,2.243563513,55.44077135,-1.726997245,1.222511702,1.34214876,12.44132231,8.965941984,3.651684702,0.7856139958,1.614095513,19.44490358,6266,0.6173553719,2.687327824,1981
63,3.169577757,1.713569118,0.5339470725,4.858571382,2.27586293,1.803889121,1.262954515,0.9692085149,27.49793948,3.545542461,0.9034100579,2.164661639,5.687205803,6.059038758,2.625742227,0.5187573349,0.8687549461,5.339707938,104.9333122,1.315400346,3.036882719,0
64,25.9919571,2.069154943,0.4457907761,-1.753619303,-0.3715817694,2.462430611,1.35227882,2.370360546,56.24932976,-1.380160858,1.233010925,1.336997319,12.71930295,9.118045993,3.695441536,0.7207158579,1.506931856,19.05227882,6635,0.6222520107,2.689008043,1982
65,3.211611942,1.731314222,0.5140155229,3.805615409,2.000039493,1.851089116,1.291380193,0.8866807734,25.93466835,2.975144882,0.896634869,2.05871439,5.176243557,6.08935079,2.667310951,0.4844188472,0.784104471,4.947599223,107.8200662,1.329569932,2.938347193,0
66,26.17391304,2.098879089,0.4606127114,-2.034015345,-0.4537084399,2.485442957,1.321483376,2.311116032,55.04347826,-1.577237852,1.269039984,1.261636829,12.54705882,8.848568549,3.75448294,0.7316482914,1.597612759,18.93938619,7018,0.5959079284,2.585933504,1983
67,3.419466862,1.837768821,0.5772108883,3.761797714,2.014951881,1.796784826,1.265133559,0.9334930553,26.09923178,2.832525111,0.8893471067,2.14275437,4.62337265,6.207049048,2.607557215,0.5265630486,0.9222218988,4.740689513,113.016223,1.283298487,2.990477466,0
68,26.14577259,2.160192333,0.4239977658,-1.876676385,-0.4250728863,2.322479505,1.403206997,2.215912774,58.57142857,-1.451311953,1.154172965,1.395335277,12.63877551,8.831957945,3.476652469,0.7055044733,1.477843123,18.98279883,7386,0.6685131195,2.798250729,1984
69,3.338903841,2.016663778,0.5355621815,3.942144981,1.967829253,1.825971102,1.20178531,0.9270041676,26.58705221,3.1724863,0.8779043112,2.0645947,5.258191684,6.416975752,2.631690981,0.5019523195,0.8698161337,5.041479557,99.15980368,1.278751152,2.914923765,0
70,26.17955801,2.098771312,0.4432930475,-2.409944751,-0.4610497238,2.349538391,1.331491713,2.15436213,55.42541436,-1.951657459,1.192299015,1.336187845,11.98674033,8.788267862,3.541837406,0.7005964279,1.467751432,18.79917127,7739.5,0.638121547,2.664364641,1985
71,3.16985836,2.041237683,0.5863247179,4.726774154,2.180955597,1.837825127,1.196024109,0.9446806998,27.2306495,3.659800339,0.8935488822,2.081215245,5.795675232,6.642547455,2.639485828,0.522997203,0.8769612312,5.399299675,104.6446367,1.359132364,2.970907089,0
72,26.41952507,2.111071033,0.4241374903,-2.673614776,-0.6564643799,2.386856214,1.287335092,2.186111082,54.24802111,-2.018733509,1.144492383,1.288126649,11.93192612,8.792200107,3.531348597,0.715411092,1.474474623,19.65778364,8111,0.5997361478,2.57176781,1986
