,AGE,APG,BPG,BPM,DBPM,DRBG,DWS,FPG,GP,OBPM,ORBG,OWS,PER,PPG,RPG,SPG,TPG,USG,Unnamed: 0,VORP,WS,YEAR
73,3.155701783,2.031224206,0.61404829,5.894252457,2.521511505,1.855616352,1.202179688,0.9158970074,27.75195717,4.330535419,0.8933613816,2.009235666,7.036199614,6.218660352,2.67215802,0.5292593898,0.8913235874,6.334837862,109.5521185,1.303911468,2.854750017,0
74,26.32804233,2.118011362,0.4323609676,-2.428835979,-0.569047619,2.35641696,1.285449735,2.144148142,54.03968254,-1.860846561,1.218369512,1.3,12.33306878,8.791453563,3.574786473,0.7110282909,1.418430985,19.32698413,8490.5,0.6013227513,2.59021164,1987
75,3.248881771,2.055711054,0.5588605035,5.050948827,2.062696246,1.836237265,1.232656846,0.9250770841,27.08687295,4.023399901,0.9450087082,2.248748547,6.719364439,6.463275359,2.699406092,0.5182031885,0.8476870905,5.553411923,109.2634431,1.479810493,3.175792799,0
76,26.57042254,2.091763001,0.4408878885,-2.353051643,-0.4699530516,2.340516608,1.21056338,2.094226279,51.01408451,-1.884741784,1.148810542,1.211267606,12.11079812,8.603474039,3.489327149,0.708598441,1.407559626,19.12746479,8893.5,0.5568075117,2.422065728,1988
77,3.334097399,2.065144661,0.5655936235,4.377267757,2.079386447,1.832148159,1.210427698,0.9154187942,27.33142623,3.65776879,0.9154006984,2.14105302,5.607052351,6.197188241,2.674491566,0.5161174822,0.8169322426,5.251027611,123.1198603,1.434536415,3.06083133,0
78,26.74200913,2.002703643,0.4075183223,-2.793835616,-0.7068493151,2.355649375,1.23652968,1.998398293,52.93150685,-2.086986301,1.156783428,1.26369863,11.94840183,8.54812855,3.512432803,0.7192578128,1.372261063,18.99634703,9326.5,0.5707762557,2.499315068,1989
79,3.393980076,2.091800265,0.5569335387,5.507733975,2.220354896,1.808318262,1.247547273,0.9538847781,26.6723464,4.21035441,0.9218676838,2.227872536,6.804379038,6.487839905,2.645334137,0.559728765,0.8841142232,5.158125304,126.5839642,1.540948277,3.210925925,0
80,26.77342048,2.02123509,0.4059760198,-2.820261438,-0.6664488017,2.330090595,1.273638344,1.992899206,53.18736383,-2.154466231,1.124423422,1.272331155,11.93965142,8.410565744,3.454514017,0.7014694637,1.311048929,19.19716776,9776,0.5895424837,2.544880174,1990
81,3.52236638,2.12200507,0.5595255193,5.09552453,2.410151072,1.834186141,1.27894524,0.9234659273,27.22628317,3.946729989,0.8976096735,2.345207231,6.258851957,6.502943533,2.644402475,0.5436799629,0.8297409293,5.426665989,132.6461458,1.535681721,3.304382253,0
82,26.85260771,2.021226075,0.4323107853,-2.157596372,-0.7102040816,2.463115981,1.304535147,2.036332961,54.31746032,-1.445804989,1.19971361,1.36984127,13.16666667,8.891092281,3.662829591,0.7163248137,1.336321423,19.31587302,10227,0.6174603175,2.675963719,1991
83,3.607888926,2.121310821,0.5508890758,4.217462899,2.211059023,1.871248832,1.2696017,0.9180081806,26.56028972,3.671955987,0.9137550508,2.293830108,5.971028539,6.446688655,2.67695382,0.5555555374,0.8418580006,5.23577486,127.4499902,1.520762037,3.24625141,0
84,26.75982533,1.947388389,0.4179808979,-2.598471616,-0.7451965066,2.286420669,1.237772926,1.877270391,52.01746725,-1.856331878,1.120609837,1.271615721,12.39606987,8.098041615,3.407030506,0.6879783621,1.228115083,19.07183406,10677.5,0.5796943231,2.513100437,1992
85,3.577091219,1.931757601,0.577580048,4.920957044,2.458466562,1.866061501,1.265253997,0.9180596437,27.88919386,3.696999386,0.9783191455,2.141969382,5.453036599,6.146453507,2.762403622,0.5286654936,0.7991874701,5.776839493,132.3574705,1.469679818,3.176369739,0
86,27.0155902,1.917019033,0.4173716802,-2.355902004,-0.6875278396,2.352248038,1.267260579,1.981991795,52.74832962,-1.670155902,1.137153213,1.318262806,13.00155902,8.293405565,3.489401252,0.6935296775,1.270060355,19.44209354,11132,0.6062360802,2.58752784,1993
87,3.634191201,1.935872144,0.5436177556,4.603983829,2.673643747,1.842066883,1.315132335,0.9170582076,27.34275503,3.555635645,0.8928507824,2.043909859,5.822525706,6.069854216,2.653371618,0.5257091672,0.8150795855,5.842794409,129.7593927,1.440100551,3.080443119,0
88,27.10810811,1.86349929,0.4308329871,-2.492723493,-0.6251559252,2.361117427,1.207484407,1.913689244,50.34095634,-1.866528067,1.150020077,1.260914761,12.72058212,7.965257283,3.511137504,0.7025961696,1.251195695,19.56943867,11598,0.5644490644,2.470893971,1994
89,3.705395384,1.875846625,0.5458976802,4.96103663,2.904093954,1.837337547,1.351043621,0.8918353456,27.96962948,4.398818758,0.9586783202,1.988867558,6.153644963,5.912550365,2.711078729,0.5282626894,0.839403529,6.763736139,138.9970024,1.417320005,3.087020042,0
90,27.35619469,1.950722288,0.418585464,-2.159292035,-0.514159292,2.406894293,1.28119469,2.10293477,52.17256637,-1.645132743,1.10660851,1.329867257,12.54137168,8.389032068,3.513502802,0.7003000665,1.333834612,19.22123894,12065.5,0.6174778761,2.606858407,1995
91,3.740961807,1.878704065,0.5344265862,5.328838617,2.153576606,1.891345712,1.266496604,0.8642941366,26.41282947,4.266384692,0.9419168731,2.04889608,6.153699579,6.119357768,2.753416508,0.5163844947,0.8213007465,5.32597203,130.6254187,1.409778902,3.043377725,0
92,27.43302752,1.862237688,0.4252322715,-2.364770642,-0.5211009174,2.36534585,1.196330275,2.075901685,49.35779817,-1.840550459,1.062236885,1.230458716,12.55174312,7.977406586,3.427582736,0.6660963967,1.309288516,18.95944954,12565,0.5416513761,2.423853211,1996
93,3.764141352,1.932547805,0.5461198817,4.556161713,2.153181358,1.762389502,1.253284406,0.8844763478,26.86168375,3.797980751,0.8596450168,2.097501308,5.663093373,5.794492731,2.541197031,0.4783770603,0.8389932941,5.505884859,157.4722198,1.37154949,3.048435564,0
94,27.44599303,1.74647745,0.387648632,-2.840069686,-0.5994773519,2.273853697,1.111149826,1.909397498,46.41289199,-2.242857143,1.039245515,1.170383275,12.09390244,7.474782472,3.313099212,0.6607424147,1.251417066,18.88118467,13125.5,0.5066202091,2.284320557,1997
95,4.062733582,1.939860405,0.521625223,5.453371821,3.087092377,1.769186258,1.314882354,0.9105889957,27.5788302,4.071752973,0.9121960409,2.019441509,5.879334747,5.8309066,2.58822055,0.5056165122,0.8707538841,5.602146309,165.843802,1.389096686,3.070480656,0
96,27.47166362,1.801673441,0.3956526006,-2.442413163,-0.6378427788,2.309435734,1.168555759,1.947123109,49.09140768,-1.805484461,1.079331495,1.231078611,12.50566728,7.685273339,3.38876723,0.6981104068,1.272010286,19.20639854,13687,0.5391224863,2.400548446,1998
97,4.174383503,1.770607452,0.526807389,4.62626995,2.265009624,1.721698936,1.276082575,0.8682402976,26.71328673,3.625197619,0.9204337422,1.953372056,5.70234391,5.651807321,2.545364342,0.4783446332,0.8173365971,5.654012094,158.0495703,1.308581691,2.937446075,0
